datetime,v,vw,o,c,h,l,t,n,hourly_vwap,hourly_liquidity,fd
2011-04-21 06:00:00,5607.5,6.09285527777778,6.09358166666667,6.0932,6.11202,6.07832,78000000000000.0,5607.5,34168.6513083333,5607.5,166394.658753707
2011-04-21 12:00:00,1185.33333333333,6.09795852508132,6.09592666666667,6.09848333333333,6.10821,6.08422,76700000000000.0,1185.33333333333,7225.71112106317,1185.33333333333,49409.4761706277
2011-04-21 18:00:00,865.833333333333,6.09834099310777,6.09904833333333,6.099165,6.10638,6.0895,71500000000000.0,865.833333333333,5280.15183683688,865.833333333333,51293.4439178528
2011-04-22 00:00:00,791.666666666667,6.0951548664387,6.09611666666667,6.09647,6.105,6.0867,77133333333333.3,791.666666666667,4825.52501327015,791.666666666667,43260.4735883425
2011-04-22 06:00:00,522.5,6.10488858565187,6.10422333333333,6.10647333333333,6.1194,6.0956,75400000000000.0,522.5,3189.65549722542,522.5,21953.7815126054
2011-04-22 12:00:00,177.833333333333,6.1090635955711,6.109554,6.107556,6.1169,6.1037,42683333333333.3,177.833333333333,1303.82109912587,177.833333333333,13472.2222222219
2011-04-22 18:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-04-23 00:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-04-23 06:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-04-23 12:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-04-23 18:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-04-24 00:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-04-24 06:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-04-24 12:00:00,94.3333333333333,6.08988947368421,6.0885,6.0912,6.0944,6.0863,12350000000000.0,94.3333333333333,3446.87744210526,94.3333333333333,11646.0905349785
2011-04-24 18:00:00,1355.5,6.08662485404896,6.08688,6.087665,6.1051,6.0657,77350000000000.0,1355.5,8250.54241934087,1355.5,34403.5532994919
2011-04-25 00:00:00,1522.0,6.08413,6.08726833333333,6.08322666666667,6.0962,6.0704,78000000000000.0,1522.0,9260.57207388889,1522.0,58992.2480620169
2011-04-25 06:00:00,2109.16666666667,6.07876583333333,6.07717166666667,6.07945666666667,6.09854,6.05304,78000000000000.0,2109.16666666667,12825.4039566667,2109.16666666667,46355.3113553117
2011-04-25 12:00:00,1111.0,6.09138888888889,6.08976833333333,6.092165,6.10171,6.0801,78000000000000.0,1111.0,6765.85907277778,1111.0,51411.3836186953
2011-04-25 18:00:00,1336.66666666667,6.11454834745763,6.11307666666667,6.11607833333333,6.13802,6.0963,77783333333333.3,1336.66666666667,8176.00012406309,1336.66666666667,32038.9900926816
2011-04-26 00:00:00,3275.16666666667,6.10483916666667,6.10677666666667,6.10286166666667,6.1301,6.0738,78000000000000.0,3275.16666666667,19972.1375013889,3275.16666666667,58173.4754292487
2011-04-26 06:00:00,5862.0,6.10117,6.09988333333333,6.10130833333333,6.11273,6.0896,78000000000000.0,5862.0,35765.1253694444,5862.0,253437.09468223
2011-04-26 12:00:00,1916.5,6.10542481638418,6.105695,6.106495,6.11579,6.09008,77783333333333.3,1916.5,11696.9518700283,1916.5,74542.9793854554
2011-04-26 18:00:00,2105.0,6.08202611111111,6.08485,6.079625,6.10984,6.0615,78000000000000.0,2105.0,12805.7373811111,2105.0,43545.7178320227
2011-04-27 00:00:00,3075.33333333333,6.07636833333333,6.07615666666667,6.07721666666667,6.08661,6.0633,78000000000000.0,3075.33333333333,18693.1637736111,3075.33333333333,131931.93193193
2011-04-27 06:00:00,5978.66666666667,6.08556861111111,6.08530333333333,6.08672833333333,6.09888,6.06972,78000000000000.0,5978.66666666667,36380.4132897222,5978.66666666667,205029.721079103
2011-04-27 12:00:00,3180.5,6.05896361111111,6.06138666666667,6.05300666666667,6.0999,6.0316,78000000000000.0,3180.5,19286.4672419444,3180.5,46566.617862372
2011-04-27 18:00:00,2360.33333333333,6.02583972222222,6.02856666666667,6.02426666666667,6.0409,6.0053,78000000000000.0,2360.33333333333,14225.7364347222,2360.33333333333,66301.4981273415
2011-04-28 00:00:00,3933.16666666667,6.03098944444444,6.03149333333333,6.03136,6.05577,6.01073,78000000000000.0,3933.16666666667,23731.9150480556,3933.16666666667,87326.080521018
2011-04-28 06:00:00,6961.0,6.02492277777778,6.02327166666667,6.02661666666667,6.0386,6.01065,78000000000000.0,6961.0,41939.8745497222,6961.0,249051.878354207
2011-04-28 12:00:00,2273.33333333333,6.01397446798493,6.01653666666667,6.012685,6.03653,6.0052,77783333333333.3,2273.33333333333,13679.1608936864,2273.33333333333,72560.9107351854
2011-04-28 18:00:00,1508.33333333333,6.00362459703467,6.00483333333333,6.00394833333333,6.01546,5.9967,76483333333333.3,1508.33333333333,9056.54223260512,1508.33333333333,80401.5636105174
2011-04-29 00:00:00,2086.83333333333,6.00379972222222,6.00384,6.004885,6.01551,5.9865,78000000000000.0,2086.83333333333,12530.3269169444,2086.83333333333,71934.9649546145
2011-04-29 06:00:00,4701.33333333333,6.00763666666667,6.00771,6.01024,6.031,5.98193,78000000000000.0,4701.33333333333,28255.9762644444,4701.33333333333,95808.7086475113
2011-04-29 12:00:00,1231.83333333333,6.02801133333333,6.026512,6.029212,6.0412,6.01809,52650000000000.0,1231.83333333333,8907.043669,1231.83333333333,53303.0434155489
2011-04-29 18:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-04-30 00:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-04-30 06:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-04-30 12:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-04-30 18:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-05-01 00:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-05-01 06:00:00,0.0,,,,,,0.0,0.0,,0.0,
2011-05-01 12:00:00,98.6666666666667,6.028925,6.0308,6.0283,6.034,6.0267,9533333333333.33,98.6666666666667,3569.1236,98.6666666666667,13515.9817351601
2011-05-01 18:00:00,4333.83333333333,6.03411694444444,6.03203333333333,6.03505,6.0556,6.00977,78000000000000.0,4333.83333333333,26148.7155144444,4333.83333333333,94563.2409629781
2011-05-02 00:00:00,3189.66666666667,6.030635,6.033175,6.02807,6.0556,6.00282,78000000000000.0,3189.66666666667,19232.0704408333,3189.66666666667,60433.2449160032
2011-05-02 06:00:00,4758.16666666667,6.00511777777778,6.00830166666667,6.00515666666667,6.02114,5.97738,78000000000000.0,4758.16666666667,28562.5827566667,4758.16666666667,108733.241925656
2011-05-02 12:00:00,1625.33333333333,6.00710593253968,6.00483833333333,6.00827833333333,6.02506,5.99329,77133333333333.3,1625.33333333333,9758.84495436508,1625.33333333333,51159.3746721228
2011-05-02 18:00:00,2172.33333333333,6.02540415254237,6.02330833333333,6.02477166666667,6.0379,6.01457,77783333333333.3,2172.33333333333,13090.5358448776,2172.33333333333,93113.301900273
2011-05-03 00:00:00,4419.33333333333,6.025435,6.02262333333333,6.02611833333333,6.0536,6.0027,78000000000000.0,4419.33333333333,26643.1434183333,4419.33333333333,86823.8375900452
2011-05-03 06:00:00,7179.66666666667,6.04710472222222,6.04951166666667,6.045685,6.064,6.01382,78000000000000.0,7179.66666666667,43402.6318080556,7179.66666666667,143078.251627474
2011-05-03 12:00:00,2951.66666666667,6.04370419020716,6.03973833333333,6.04421833333333,6.0538,6.0212,77783333333333.3,2951.66666666667,17830.4847124435,2951.66666666667,90541.9222903899
2011-05-03 18:00:00,1287.5,6.06001704022988,6.05758833333333,6.06107833333333,6.08115,6.04413,77566666666666.7,1287.5,7799.58584178161,1287.5,34778.4981091302
2011-05-04 00:00:00,3276.16666666667,6.05617388888889,6.06006166666667,6.05542166666667,6.07496,6.0279,78000000000000.0,3276.16666666667,19822.7659969444,3276.16666666667,69616.8012466354
2011-05-04 06:00:00,8091.66666666667,6.05479666666667,6.05144833333333,6.05723333333333,6.0846,6.0324,78000000000000.0,8091.66666666667,48985.260635,8091.66666666667,155012.771392082
2011-05-04 12:00:00,2719.5,6.08754552730697,6.08584833333333,6.08787,6.1005,6.075,77783333333333.3,2719.5,16552.5982259181,2719.5,106647.058823529
2011-05-04 18:00:00,1771.83333333333,6.08959666666667,6.08989166666667,6.08768,6.1024,6.0793,78000000000000.0,1771.83333333333,10791.4349536111,1771.83333333333,76702.7417027406
